rank,variantIndex,recommendation,persona,context,metric
67,2,"Institutionalize win-loss interviews and feed the results back into product and messaging. for Medium (20-100) Air Freight operations",Fleet Manager,"Last-mile Delivery Surge in EMEA",Empty Miles
67,3,"Institutionalize win-loss interviews and feed the results back into product and messaging. for Enterprise (> 100) Ocean operations",Broker Agent,"Extreme Weather Event in APAC",Carbon Footprint
67,4,"Institutionalize win-loss interviews and feed the results back into product and messaging. for Micro (< 5) FTL operations",Compliance Officer,"Port Congestion in LATAM",On-time Delivery Rate
67,5,"Institutionalize win-loss interviews and feed the results back into product and messaging. for Small (5-20) LTL operations",Warehouse Supervisor,"Carrier Shortage in North America",Empty Miles
67,6,"Institutionalize win-loss interviews and feed the results back into product and messaging. for Medium (20-100) Intermodal operations",Carrier Owner,"Global Supply Chain Crisis in EMEA",Carbon Footprint
67,7,"Institutionalize win-loss interviews and feed the results back into product and messaging. for Enterprise (> 100) Air Freight operations",Driver,"Holiday Peak Season in APAC",On-time Delivery Rate
67,8,"Institutionalize win-loss interviews and feed the results back into product and messaging. for Micro (< 5) Ocean operations",Audit Specialist,"Last-mile Delivery Surge in LATAM",Empty Miles
67,9,"Institutionalize win-loss interviews and feed the results back into product and messaging. for Small (5-20) FTL operations",Dispatcher,"Extreme Weather Event in North America",Carbon Footprint
67,10,"Institutionalize win-loss interviews and feed the results back into product and messaging. for Medium (20-100) LTL operations",Fleet Manager,"Port Congestion in EMEA",On-time Delivery Rate
68,1,"Enable in-context previews for BOL, POD, invoices, and confirmations without route changes. for Small (5-20) Intermodal operations",Dispatcher,"Last-mile Delivery Surge in North America",On-time Delivery Rate
68,2,"Enable in-context previews for BOL, POD, invoices, and confirmations without route changes. for Medium (20-100) Air Freight operations",Fleet Manager,"Extreme Weather Event in EMEA",Empty Miles
68,3,"Enable in-context previews for BOL, POD, invoices, and confirmations without route changes. for Enterprise (> 100) Ocean operations",Broker Agent,"Port Congestion in APAC",Carbon Footprint
68,4,"Enable in-context previews for BOL, POD, invoices, and confirmations without route changes. for Micro (< 5) FTL operations",Compliance Officer,"Carrier Shortage in LATAM",On-time Delivery Rate
68,5,"Enable in-context previews for BOL, POD, invoices, and confirmations without route changes. for Small (5-20) LTL operations",Warehouse Supervisor,"Global Supply Chain Crisis in North America",Empty Miles
68,6,"Enable in-context previews for BOL, POD, invoices, and confirmations without route changes. for Medium (20-100) Intermodal operations",Carrier Owner,"Holiday Peak Season in EMEA",Carbon Footprint
68,7,"Enable in-context previews for BOL, POD, invoices, and confirmations without route changes. for Enterprise (> 100) Air Freight operations",Driver,"Last-mile Delivery Surge in APAC",On-time Delivery Rate
68,8,"Enable in-context previews for BOL, POD, invoices, and confirmations without route changes. for Micro (< 5) Ocean operations",Audit Specialist,"Extreme Weather Event in LATAM",Empty Miles
68,9,"Enable in-context previews for BOL, POD, invoices, and confirmations without route changes. for Small (5-20) FTL operations",Dispatcher,"Port Congestion in North America",Carbon Footprint
68,10,"Enable in-context previews for BOL, POD, invoices, and confirmations without route changes. for Medium (20-100) LTL operations",Fleet Manager,"Carrier Shortage in EMEA",On-time Delivery Rate
69,1,"Surface buy rate, sell rate, margin, and exception risk near dispatch decisions. for Small (5-20) Intermodal operations",Dispatcher,"Extreme Weather Event in North America",On-time Delivery Rate
69,2,"Surface buy rate, sell rate, margin, and exception risk near dispatch decisions. for Medium (20-100) Air Freight operations",Fleet Manager,"Port Congestion in EMEA",Empty Miles
69,3,"Surface buy rate, sell rate, margin, and exception risk near dispatch decisions. for Enterprise (> 100) Ocean operations",Broker Agent,"Carrier Shortage in APAC",Carbon Footprint
69,4,"Surface buy rate, sell rate, margin, and exception risk near dispatch decisions. for Micro (< 5) FTL operations",Compliance Officer,"Global Supply Chain Crisis in LATAM",On-time Delivery Rate
69,5,"Surface buy rate, sell rate, margin, and exception risk near dispatch decisions. for Small (5-20) LTL operations",Warehouse Supervisor,"Holiday Peak Season in North America",Empty Miles
69,6,"Surface buy rate, sell rate, margin, and exception risk near dispatch decisions. for Medium (20-100) Intermodal operations",Carrier Owner,"Last-mile Delivery Surge in EMEA",Carbon Footprint
69,7,"Surface buy rate, sell rate, margin, and exception risk near dispatch decisions. for Enterprise (> 100) Air Freight operations",Driver,"Extreme Weather Event in APAC",On-time Delivery Rate
69,8,"Surface buy rate, sell rate, margin, and exception risk near dispatch decisions. for Micro (< 5) Ocean operations",Audit Specialist,"Port Congestion in LATAM",Empty Miles
69,9,"Surface buy rate, sell rate, margin, and exception risk near dispatch decisions. for Small (5-20) FTL operations",Dispatcher,"Carrier Shortage in North America",Carbon Footprint
69,10,"Surface buy rate, sell rate, margin, and exception risk near dispatch decisions. for Medium (20-100) LTL operations",Fleet Manager,"Global Supply Chain Crisis in EMEA",On-time Delivery Rate
70,1,"Add a purposeful map view for active loads with delay and cluster overlays. for Small (5-20) Intermodal operations",Dispatcher,"Port Congestion in North America",On-time Delivery Rate
70,2,"Add a purposeful map view for active loads with delay and cluster overlays. for Medium (20-100) Air Freight operations",Fleet Manager,"Carrier Shortage in EMEA",Empty Miles
70,3,"Add a purposeful map view for active loads with delay and cluster overlays. for Enterprise (> 100) Ocean operations",Broker Agent,"Global Supply Chain Crisis in APAC",Carbon Footprint
70,4,"Add a purposeful map view for active loads with delay and cluster overlays. for Micro (< 5) FTL operations",Compliance Officer,"Holiday Peak Season in LATAM",On-time Delivery Rate
70,5,"Add a purposeful map view for active loads with delay and cluster overlays. for Small (5-20) LTL operations",Warehouse Supervisor,"Last-mile Delivery Surge in North America",Empty Miles
70,6,"Add a purposeful map view for active loads with delay and cluster overlays. for Medium (20-100) Intermodal operations",Carrier Owner,"Extreme Weather Event in EMEA",Carbon Footprint
70,7,"Add a purposeful map view for active loads with delay and cluster overlays. for Enterprise (> 100) Air Freight operations",Driver,"Port Congestion in APAC",On-time Delivery Rate
70,8,"Add a purposeful map view for active loads with delay and cluster overlays. for Micro (< 5) Ocean operations",Audit Specialist,"Carrier Shortage in LATAM",Empty Miles
70,9,"Add a purposeful map view for active loads with delay and cluster overlays. for Small (5-20) FTL operations",Dispatcher,"Global Supply Chain Crisis in North America",Carbon Footprint
70,10,"Add a purposeful map view for active loads with delay and cluster overlays. for Medium (20-100) LTL operations",Fleet Manager,"Holiday Peak Season in EMEA",On-time Delivery Rate
71,1,"Create a no-code rules engine for operational automations and escalations. for Small (5-20) Intermodal operations",Dispatcher,"Carrier Shortage in North America",On-time Delivery Rate
71,2,"Create a no-code rules engine for operational automations and escalations. for Medium (20-100) Air Freight operations",Fleet Manager,"Global Supply Chain Crisis in EMEA",Empty Miles
71,3,"Create a no-code rules engine for operational automations and escalations. for Enterprise (> 100) Ocean operations",Broker Agent,"Holiday Peak Season in APAC",Carbon Footprint
71,4,"Create a no-code rules engine for operational automations and escalations. for Micro (< 5) FTL operations",Compliance Officer,"Last-mile Delivery Surge in LATAM",On-time Delivery Rate
71,5,"Create a no-code rules engine for operational automations and escalations. for Small (5-20) LTL operations",Warehouse Supervisor,"Extreme Weather Event in North America",Empty Miles
71,6,"Create a no-code rules engine for operational automations and escalations. for Medium (20-100) Intermodal operations",Carrier Owner,"Port Congestion in EMEA",Carbon Footprint
71,7,"Create a no-code rules engine for operational automations and escalations. for Enterprise (> 100) Air Freight operations",Driver,"Carrier Shortage in APAC",On-time Delivery Rate
71,8,"Create a no-code rules engine for operational automations and escalations. for Micro (< 5) Ocean operations",Audit Specialist,"Global Supply Chain Crisis in LATAM",Empty Miles
71,9,"Create a no-code rules engine for operational automations and escalations. for Small (5-20) FTL operations",Dispatcher,"Holiday Peak Season in North America",Carbon Footprint
71,10,"Create a no-code rules engine for operational automations and escalations. for Medium (20-100) LTL operations",Fleet Manager,"Last-mile Delivery Surge in EMEA",On-time Delivery Rate
72,1,"Launch a marketplace for TMS, accounting, ELD, telematics, and document integrations. for Small (5-20) Intermodal operations",Dispatcher,"Global Supply Chain Crisis in North America",On-time Delivery Rate
72,2,"Launch a marketplace for TMS, accounting, ELD, telematics, and document integrations. for Medium (20-100) Air Freight operations",Fleet Manager,"Holiday Peak Season in EMEA",Empty Miles
72,3,"Launch a marketplace for TMS, accounting, ELD, telematics, and document integrations. for Enterprise (> 100) Ocean operations",Broker Agent,"Last-mile Delivery Surge in APAC",Carbon Footprint
72,4,"Launch a marketplace for TMS, accounting, ELD, telematics, and document integrations. for Micro (< 5) FTL operations",Compliance Officer,"Extreme Weather Event in LATAM",On-time Delivery Rate
72,5,"Launch a marketplace for TMS, accounting, ELD, telematics, and document integrations. for Small (5-20) LTL operations",Warehouse Supervisor,"Port Congestion in North America",Empty Miles
72,6,"Launch a marketplace for TMS, accounting, ELD, telematics, and document integrations. for Medium (20-100) Intermodal operations",Carrier Owner,"Carrier Shortage in EMEA",Carbon Footprint
72,7,"Launch a marketplace for TMS, accounting, ELD, telematics, and document integrations. for Enterprise (> 100) Air Freight operations",Driver,"Global Supply Chain Crisis in APAC",On-time Delivery Rate
72,8,"Launch a marketplace for TMS, accounting, ELD, telematics, and document integrations. for Micro (< 5) Ocean operations",Audit Specialist,"Holiday Peak Season in LATAM",Empty Miles
72,9,"Launch a marketplace for TMS, accounting, ELD, telematics, and document integrations. for Small (5-20) FTL operations",Dispatcher,"Last-mile Delivery Surge in North America",Carbon Footprint
72,10,"Launch a marketplace for TMS, accounting, ELD, telematics, and document integrations. for Medium (20-100) LTL operations",Fleet Manager,"Extreme Weather Event in EMEA",On-time Delivery Rate
